Num_Acc,an,mois,jour,dep,lat,long,indemne,blesse,hospitalise,decede,total
201200026141,12,7,5,340,43.60768,3.91562,0,1,0,0,1
201200026142,12,7,4,340,43.58518,3.92045,1,1,0,0,2
201200026143,12,7,6,340,43.61374,3.83924,0,2,0,0,2
201200026144,12,7,6,340,43.5929,3.87463,1,0,1,0,2
201200026145,12,7,6,340,43.61675,3.83635,2,0,1,0,3
201200026146,12,7,7,340,43.61519,3.88332,1,1,0,0,2
201200026147,12,7,7,340,43.61686,3.87341,2,1,0,0,3
201200026148,12,7,9,340,43.61279,3.82379,1,1,0,0,2
201200026149,12,7,9,340,43.61424,3.8508,1,2,0,0,3
201200026150,12,7,9,340,43.62405,3.86199,1,2,0,0,3
201200026151,12,7,10,340,43.59337,3.85179,1,1,0,0,2
201200026152,12,7,11,340,43.61408,3.88454,6,4,0,0,10
201200026153,12,7,11,340,43.59817,3.83541,1,1,0,0,2
201200026154,12,7,11,340,43.61303,3.90686,0,0,1,0,1
201200026155,12,7,11,340,43.59228,3.85865,1,0,1,0,2
201200026156,12,7,12,340,43.5689,3.94549,1,1,0,0,2
201200026157,12,7,12,340,43.60935,3.90883,2,1,0,0,3
201200026158,12,7,14,340,43.60579,3.8714,1,1,0,0,2
201200026159,12,7,13,340,43.59149,3.87339,0,1,0,0,1
201200026160,12,7,10,340,43.63055,3.82426,1,0,1,0,2
201200026161,12,7,14,340,43.62602,3.88251,3,2,0,0,5
201200026162,12,7,16,340,43.58891,3.91282,3,0,1,0,4
201200026163,12,7,16,340,43.60949,3.89991,2,1,0,0,3
201200026164,12,7,16,340,43.59338,3.85978,1,1,1,0,3
201200026165,12,7,17,340,43.57193,3.89507,1,0,1,0,2
201200026166,12,7,18,340,43.60024,3.90189,1,1,0,0,2
201200026167,12,7,18,340,43.58088,3.89822,2,0,0,1,3
201200026168,12,7,20,340,43.6199,3.88437,1,1,0,0,2
201200026169,12,7,21,340,43.61474,3.83291,3,1,0,0,4
201200026170,12,7,23,340,43.60149,3.86873,3,2,0,0,5
201200026171,12,7,23,340,43.60186,3.88468,1,1,0,0,2
201200026172,12,7,24,340,43.6317,3.84218,0,2,0,0,2
201200026173,12,7,23,340,43.61687,3.83406,0,1,0,0,1
201200026174,12,7,23,340,43.579,3.877,1,1,0,0,2
201200026175,12,7,23,340,43.5891,3.8847,2,1,0,0,3
201200026176,12,7,25,340,43.62828,3.86833,1,0,1,0,2
201200026177,12,7,25,340,43.54758,3.89734,0,0,2,0,2
201200026178,12,7,27,340,43.60137,3.90154,0,1,0,0,1
201200026179,12,7,27,340,43.60756,3.86984,1,1,0,0,2
201200026180,12,7,28,340,43.61436,3.88249,0,1,0,0,1
201200026181,12,7,30,340,43.597,3.88059,0,1,0,0,1
201200026182,12,7,30,340,43.58198,3.87726,0,0,1,0,1
201200026183,12,7,30,340,43.62922,3.82233,1,1,0,0,2
201200026184,12,7,31,340,43.59649,3.84529,1,2,0,0,3
201200026185,12,8,1,340,43.56207,3.86714,0,0,1,0,1
201200026186,12,8,2,340,43.60183,3.86918,0,2,0,0,2
201200026187,12,8,3,340,43.58308,3.92543,5,2,0,0,7
201200026188,12,8,4,340,43.6066,3.89667,0,0,1,0,1
201200026189,12,8,5,340,43.59665,3.84511,6,1,0,0,7
201200026190,12,8,6,340,43.60299,3.86308,1,1,0,0,2
201200026191,12,8,7,340,43.58964,3.89016,2,2,0,0,4
201200026192,12,8,7,340,43.57819,3.93669,1,1,0,0,2
201200026193,12,8,9,340,43.60031,3.85943,1,1,0,0,2
201200026194,12,8,9,340,43.62082,3.85784,1,1,0,0,2
201200026195,12,8,10,340,43.62545,3.8213,1,0,1,0,2
201200026196,12,8,10,340,43.62304,3.83319,1,1,0,0,2
201200026197,12,8,10,340,43.62157,3.86843,2,2,0,0,4
201200026198,12,8,10,340,43.58297,3.92539,3,1,0,0,4
201200026199,12,8,11,340,43.59023,3.85538,2,1,0,0,3
201200026200,12,8,9,340,43.59694,3.87781,1,2,0,0,3
201200026201,12,8,17,340,43.5728,3.8931,2,0,1,0,3
201200026202,12,8,19,340,43.62879,3.84552,1,2,0,0,3
201200026203,12,8,19,340,43.61623,3.89758,2,1,0,0,3
201200026204,12,8,20,340,43.58416,3.84851,0,1,0,0,1
201200026205,12,8,20,340,43.5498,3.96906,0,3,0,0,3
201200026206,12,8,21,340,43.5829,3.92527,2,1,0,0,3
201200026207,12,8,21,340,43.58521,3.86001,2,1,0,0,3
201200026208,12,8,22,340,43.59711,3.88586,2,1,0,0,3
201200026209,12,8,24,340,43.60183,3.8693,1,1,0,0,2
201200026210,12,8,23,340,43.6117,3.8665,1,1,0,0,2
201200026211,12,8,23,340,43.60833,3.90661,1,0,1,0,2
201200026212,12,8,23,340,43.5712,3.89622,3,1,0,0,4
201200026213,12,8,24,340,43.60838,3.87576,1,0,1,0,2
201200026214,12,8,27,340,43.61299,3.93689,1,1,0,0,2
201200026215,12,8,27,340,43.61997,3.85125,1,1,0,0,2
201200026216,12,8,28,340,43.61603,3.8349,1,1,0,0,2
201200026217,12,8,29,340,43.62697,3.87019,0,0,2,0,2
201200026218,12,8,29,340,43.61119,3.83019,0,1,0,0,1
201200026219,12,8,30,340,43.60785,3.8987,1,1,0,0,2
201200026220,12,8,31,340,43.61887,3.88658,1,1,0,0,2
201200026221,12,9,12,340,43.61997,3.85125,2,1,0,0,3
201200026222,12,9,4,340,43.6147,3.8327,1,1,0,0,2
201200026223,12,9,4,340,43.61186,3.86457,1,1,0,0,2
201200026224,12,9,4,340,43.62956,3.8224,2,1,1,0,4
201200026225,12,9,6,340,43.64449,3.85165,2,0,1,0,3
201200026226,12,9,6,340,43.60876,3.8945,0,2,0,0,2
201200026227,12,9,7,340,43.61943,3.88787,1,1,0,0,2
201200026228,12,9,7,340,43.57619,3.87358,2,1,0,0,3
201200026229,12,9,7,340,43.60902,3.85544,1,1,0,0,2
201200026230,12,9,7,340,43.61193,3.89832,1,2,0,0,3
201200026231,12,9,7,340,43.59478,3.86728,1,1,0,0,2
201200026232,12,9,8,340,43.60739,3.82095,1,2,0,0,3
201200026233,12,9,13,340,43.60807,3.91169,1,1,0,0,2
201200026234,12,9,14,340,43.62727,3.89167,0,0,1,0,1
201200026235,12,9,14,340,43.62116,3.86631,1,1,0,0,2
201200026236,12,9,14,340,43.60723,3.82097,0,0,2,0,2
201200026237,12,9,15,340,43.61528,3.83989,1,1,0,0,2
201200026238,12,9,15,340,43.62147,3.86853,0,0,2,0,2
201200026239,12,9,15,340,43.60703,3.85044,1,0,1,0,2
201200026240,12,9,16,340,43.62,3.8514,2,1,0,0,3
201200026241,12,9,17,340,43.61235,3.89821,1,1,0,0,2
201200026242,12,9,13,340,43.60224,3.86706,0,1,0,0,1
201200026243,12,9,14,340,43.58378,3.87215,1,1,0,0,2
201200026244,12,9,14,340,43.60314,3.88252,1,1,0,0,2
201200026245,12,9,18,340,43.62175,3.87249,1,0,1,0,2
201200026246,12,9,18,340,43.5604,3.9555,1,1,0,0,2
201200026247,12,9,18,340,43.6225,3.86392,1,1,0,0,2
201200026249,12,9,19,340,43.57384,3.95272,1,1,0,0,2
201200026250,12,9,19,340,43.57508,3.85826,1,0,1,0,2
201200026251,12,9,19,340,43.59047,3.85558,1,0,1,0,2
201200026252,12,9,20,340,43.57688,3.90732,0,1,0,0,1
201200026253,12,9,20,340,43.5845,3.88407,1,0,1,0,2
201200026254,12,9,24,340,43.6308,3.8611,1,1,0,0,2
201200026255,12,9,24,340,43.61886,3.84717,1,1,0,0,2
201200026256,12,9,24,340,43.61008,3.88312,1,1,0,0,2
201200026257,12,9,26,340,43.62544,3.81239,0,1,0,0,1
201200026258,12,9,26,340,43.61746,3.82042,1,2,0,0,3
201200026259,12,9,27,340,43.59524,3.86195,1,1,0,0,2
201200026260,12,9,27,340,43.6381,3.83246,2,1,0,0,3
201200026261,12,9,27,340,43.61982,3.88679,1,1,0,0,2
201200026262,12,9,27,340,43.5992,3.8938,1,1,0,0,2
201200026263,12,9,29,340,43.6019,3.90031,1,2,0,0,3
201200026264,12,9,29,340,43.60873,3.87346,0,1,0,0,1
201200026265,12,9,29,340,43.61495,3.86431,1,2,0,0,3
201200026266,12,9,30,340,43.60977,3.89277,1,1,0,0,2
201200026267,12,10,1,340,43.60468,3.86676,1,1,0,0,2
201200026268,12,10,1,340,43.62019,3.85399,1,0,1,0,2
201200026269,12,10,1,340,43.62677,3.8389,1,1,0,0,2
201200026270,12,10,1,340,43.61703,3.84217,1,2,0,0,3
201200026271,12,10,2,340,43.58949,3.85679,0,1,0,0,1
201200026272,12,10,3,340,43.60793,3.89421,0,0,1,0,1
201200026273,12,10,3,340,43.58078,3.8822,1,1,0,0,2
201200026274,12,10,3,340,43.6083,3.8685,1,0,1,0,2
201200026275,12,10,3,340,43.62413,3.85298,1,1,0,0,2
201200026276,12,10,3,340,43.6037,3.90716,1,1,0,0,2
201200026277,12,10,3,340,43.60926,3.89442,0,2,0,0,2
201200026278,12,10,4,340,43.59809,3.88824,1,0,1,0,2
201200026279,12,10,5,340,43.57537,3.86021,0,1,0,0,1
201200026280,12,10,5,340,43.60244,3.86676,0,2,0,0,2
201200026281,12,10,5,340,43.60304,3.88132,1,1,0,0,2
201200026282,12,10,5,340,43.61014,3.88295,0,0,2,0,2
201200026283,12,10,6,340,43.64676,3.85425,0,1,0,0,1
201200026284,12,10,6,340,43.59493,3.90561,0,3,0,0,3
201200026285,12,10,6,340,43.57516,3.85636,2,3,0,0,5
201200026286,12,10,7,340,43.57225,3.89267,0,1,0,0,1
201200026287,12,10,5,340,43.60611,3.88988,1,1,0,0,2
201200026288,12,10,9,340,43.61978,3.83243,1,1,0,0,2
201200026289,12,10,9,340,43.63268,3.85186,1,1,0,0,2
201200026290,12,10,9,340,43.60833,3.90661,1,1,0,0,2
201200026291,12,10,9,340,43.61447,3.85176,2,0,1,0,3
201200026292,12,10,10,340,43.61125,3.92342,1,1,0,0,2
201200026293,12,10,10,340,43.62525,3.83738,1,1,0,0,2
201200026294,12,10,10,340,43.59741,3.86416,2,1,0,0,3
201200026295,12,10,11,340,43.61935,3.83806,1,1,0,0,2
201200026296,12,10,11,340,43.60103,3.85021,1,1,0,0,2
201200026297,12,10,11,340,43.6002,3.8963,1,0,1,0,2
201200026298,12,10,11,340,43.62722,3.82204,1,1,0,0,2
201200026299,12,10,11,340,43.61188,3.82978,2,1,0,0,3
201200026300,12,10,12,340,43.60529,3.87524,1,0,1,0,2
201200026301,12,10,12,340,43.5693,3.91649,1,1,0,0,2
201200026302,12,10,12,340,43.61457,3.82823,1,0,1,0,2
201200026303,12,10,12,340,43.62511,3.82108,1,1,0,0,2
201200026304,12,10,13,340,43.62945,3.85678,0,1,0,0,1
201200026305,12,10,13,340,43.60968,3.90154,2,2,0,0,4
201200026306,12,10,14,340,43.60031,3.8962,0,1,0,0,1
201200026307,12,10,14,340,43.6182,3.84401,0,1,0,0,1
201200026308,12,10,15,340,43.61874,3.9137,1,2,0,0,3
201200026309,12,10,15,340,43.57309,3.94488,1,1,0,0,2
201200026310,12,10,15,340,43.5862,3.88907,2,0,1,0,3
201200026311,12,10,15,340,43.63852,3.84722,1,1,0,0,2
201200026312,12,10,16,340,43.6002,3.89455,1,0,1,0,2
201200026313,12,10,16,340,43.63425,3.84946,1,2,0,1,4
201200026314,12,10,4,340,43.62581,3.92805,0,1,0,0,1
201200026315,12,10,17,340,43.60986,3.90973,1,0,1,0,2
201200026316,12,10,17,340,43.59756,3.87485,0,0,1,0,1
201200026317,12,10,18,340,43.61195,3.93029,1,0,3,0,4
201200026318,12,10,19,340,43.61821,3.83919,0,1,0,0,1
201200026319,12,10,22,340,43.61047,3.9149,0,1,0,0,1
201200026320,12,10,22,340,43.55633,3.95677,1,1,0,0,2
201200026321,12,10,23,340,43.59695,3.8834,2,0,0,1,3
201200026322,12,10,23,340,43.59246,3.85289,1,2,2,0,5
201200026323,12,10,24,340,43.59606,3.87772,1,1,0,0,2
201200026324,12,10,24,340,43.5952,3.86768,1,1,0,0,2
201200026325,12,10,24,340,43.5934,3.8514,2,1,0,0,3
201200026326,12,10,24,340,43.62683,3.8778,1,1,0,0,2
201200026327,12,10,25,340,43.61469,3.88345,1,1,0,0,2
201200026328,12,10,25,340,43.57879,3.87733,0,2,0,0,2
201200026329,12,10,26,340,43.62099,3.84882,1,0,1,0,2
201200026330,12,10,26,340,43.60496,3.8648,0,1,0,0,1
201200026331,12,10,26,340,43.61467,3.82922,0,2,0,0,2
201200026332,12,10,27,340,43.54976,3.89354,2,0,3,0,5
201200026333,12,10,27,340,43.59944,3.89274,2,2,0,0,4
201200026334,12,10,28,340,43.61251,3.93581,0,1,0,0,1
201200026335,12,10,25,340,43.60467,3.88312,1,1,0,0,2
201200026336,12,10,28,340,43.6268,3.8698,2,0,1,0,3
201200026337,12,10,29,340,43.6068,3.8813,1,1,0,0,2
201200026338,12,10,29,340,43.61689,3.88103,1,1,0,0,2
201200026339,12,11,1,340,43.61775,3.82063,1,1,0,0,2
201200026340,12,10,31,340,43.61775,3.82063,0,0,1,0,1
201200026341,12,11,3,340,43.57181,3.88715,1,1,0,0,2
201200026342,12,11,5,340,43.59106,3.90859,1,1,0,0,2
201200026343,12,11,5,340,43.60645,3.85213,1,1,0,0,2
201200026344,12,11,6,340,43.61287,3.82385,1,1,0,0,2
201200026345,12,11,6,340,43.63909,3.87347,1,2,0,0,3
201200026346,12,11,7,340,43.64109,3.85826,1,1,0,0,2
201200026347,12,11,7,340,43.61102,3.87367,0,1,0,0,1
201200026348,12,11,7,340,43.60179,3.90044,1,1,0,0,2
201200026349,12,11,7,340,43.61397,3.87044,1,1,0,0,2
201200026350,12,11,9,340,43.64133,3.81802,1,0,1,0,2
201200026351,12,11,9,340,43.59833,3.87986,1,1,0,0,2
201200026352,12,11,10,340,43.5758,3.94962,2,1,0,1,4
201200026353,12,11,10,340,43.60735,3.86533,1,0,1,0,2
201200026354,12,11,10,340,43.62238,3.88292,3,1,1,0,5
201200026355,12,11,11,340,43.5956,3.8879,0,1,2,0,3
201200026356,12,11,10,340,43.59595,3.86601,1,2,0,0,3
201200026357,12,11,12,340,43.60012,3.84825,1,1,0,0,2
201200026358,12,11,12,340,43.5897,3.85575,0,1,0,0,1
201200026359,12,11,12,340,43.58841,3.86989,1,1,0,0,2
201200026360,12,11,13,340,43.60742,3.88449,0,1,0,0,1
201200026361,12,11,14,340,43.59705,3.87236,1,1,0,0,2
201200026362,12,11,14,340,43.62585,3.82441,4,2,0,0,6
201200026363,12,11,16,340,43.61603,3.87165,0,2,0,0,2
201200026364,12,11,13,340,43.58511,3.92056,1,1,0,0,2
201200026365,12,11,17,340,43.63317,3.87546,1,1,0,0,2
201200026366,12,11,17,340,43.61,3.88278,3,1,0,0,4
201200026367,12,11,18,340,43.61782,3.88589,2,1,0,0,3
201200026368,12,11,19,340,43.61594,3.86278,1,1,0,0,2
201200026369,12,11,19,340,43.61143,3.82858,0,1,0,0,1
201200026370,12,11,19,340,43.60805,3.92983,1,1,0,0,2
201200026371,12,11,20,340,43.60178,3.89519,1,1,0,0,2
201200026372,12,11,20,340,43.6093,3.9098,0,1,0,0,1
201200026373,12,11,22,340,43.60959,3.89407,0,2,0,0,2
201200026374,12,11,22,340,43.61963,3.81957,1,1,0,0,2
201200026375,12,11,23,340,43.62653,3.87597,1,1,0,0,2
201200026376,12,11,23,340,43.62064,3.85762,0,0,1,0,1
201200026377,12,11,24,340,43.62477,3.82712,0,0,1,0,1
201200026378,12,11,25,340,43.63148,3.8844,0,2,0,0,2
201200026379,12,11,25,340,43.61847,3.91371,0,2,0,0,2
201200026380,12,11,25,340,43.56935,3.91072,1,1,0,0,2
201200026381,12,11,27,340,43.62555,3.86451,1,1,0,0,2
201200026382,12,11,28,340,43.59369,3.93932,0,1,0,0,1
201200026383,12,12,1,340,43.62678,3.8896,1,0,1,0,2
201200026384,12,12,3,340,43.627,3.8717,1,1,0,0,2
201200026385,12,12,3,340,43.60876,3.84147,1,0,1,0,2
201200026386,12,12,4,340,43.57294,3.94528,1,1,0,0,2
201200026387,12,12,5,340,43.57681,3.90722,1,1,0,0,2
201200026388,12,12,6,340,43.60878,3.84164,1,1,0,0,2
201200026389,12,12,6,340,43.59701,3.88017,1,1,0,0,2
201200026390,12,12,6,340,43.63442,3.86267,1,0,1,0,2
201200026391,12,12,10,340,43.62417,3.87748,1,1,0,0,2
201200026392,12,12,10,340,43.59701,3.88017,1,0,1,0,2
201200026393,12,12,10,340,43.6116,3.91468,1,1,0,0,2
201200026394,12,12,11,340,43.59274,3.85218,1,1,0,0,2
201200026396,12,12,12,340,43.6047,3.89473,2,1,0,0,3
201200026397,12,12,12,340,43.60466,3.89505,2,2,0,0,4
201200026398,12,12,13,340,43.5899,3.86301,1,1,0,0,2
201200026399,12,12,18,340,43.61944,3.81807,0,1,0,0,1
201200026400,12,12,13,340,43.62577,3.8656,0,1,0,0,1
201200026401,12,12,14,340,43.61408,3.83782,1,1,0,0,2
201200026402,12,12,14,340,43.6135,3.90491,3,1,0,0,4
201200026403,12,12,14,340,43.62676,3.87485,1,0,1,0,2
201200026404,12,12,14,340,43.61345,3.90496,1,1,0,0,2
201200026405,12,12,15,340,43.59694,3.87986,0,3,2,0,5
201200026406,12,12,19,340,43.63521,3.87115,1,1,0,0,2
201200026407,12,12,18,340,43.60427,3.83437,2,1,0,0,3
201200026408,12,12,19,340,43.61609,3.84077,1,1,0,0,2
201200026409,12,12,10,340,43.62004,3.85114,1,0,1,0,2
201200026410,12,12,20,340,43.58911,3.88476,1,0,1,0,2
201200026411,12,12,21,340,43.63366,3.84325,1,1,0,0,2
201200026412,12,12,21,340,43.61858,3.84548,1,1,0,0,2
201200026413,12,12,21,340,43.61664,3.82,0,2,0,0,2
201200026414,12,12,22,340,43.62282,3.86042,1,0,0,1,2
201200026415,12,12,24,340,43.64846,3.8553,1,1,0,0,2
201200026416,12,12,28,340,43.59861,3.86555,1,1,0,0,2
201200026417,12,12,29,340,43.60546,3.88859,1,1,0,0,2
201200026418,12,12,30,340,43.58904,3.88486,1,1,1,0,3
201200026419,12,1,10,340,43.42126,3.72361,1,0,1,0,2
201200026420,12,1,14,340,43.33943,3.57366,2,0,1,0,3
201200026421,12,1,28,340,43.41986,3.71576,1,1,1,0,3
201200026422,12,2,3,340,43.40433,3.69731,1,0,1,0,2
201200026423,12,2,5,340,43.42557,3.74926,0,0,2,1,3
201200026424,12,2,20,340,43.44158,3.74668,3,0,1,0,4
201200026425,12,2,21,340,43.42296,3.70853,1,1,2,0,4
201200026426,12,3,7,340,43.39729,3.69596,1,0,0,1,2
201200026427,12,3,10,340,43.44633,3.75619,1,0,1,0,2
201200026428,12,3,25,340,43.40909,3.69386,1,0,1,0,2
201200026430,12,4,7,340,43.33528,3.57636,1,1,1,0,3
201200026432,12,4,27,340,43.45082,3.74844,1,0,1,0,2
201200026433,12,5,2,340,43.41152,3.69229,0,0,0,1,1
201200026438,12,6,7,340,43.4155,3.70353,1,0,1,0,2
201200026439,12,6,27,340,43.40742,3.70396,0,3,0,0,3
201200026446,12,8,5,340,43.45624,3.75851,1,1,0,0,2
201200031264,12,5,27,340,43.835,3.746,0,0,1,0,1
201200031265,12,6,17,340,43.943,3.691,0,1,1,0,2
201200031266,12,8,5,340,43.796,3.734,0,0,5,0,5
201200031267,12,9,7,340,43.87195,3.74238,0,0,1,1,2
201200031268,12,11,11,340,43.845,3.691,0,0,1,0,1
201200031269,12,12,22,340,43.86146,3.74311,0,1,1,2,4
201300008209,13,4,17,340,43.64511,3.89833,1,0,1,0,2
201300008210,13,4,20,340,43.6485,3.92944,1,0,1,0,2
201300008211,13,5,18,340,43.62965,3.89978,1,0,1,0,2
201300008214,13,1,17,340,43.6526,3.96099,1,0,1,0,2
201300008215,13,1,29,340,43.74206,4.05098,2,0,0,1,3
201300008216,13,2,19,340,43.66195,3.9764,1,0,1,0,2
201300008217,13,3,2,340,43.67413,3.95561,0,0,2,1,3
201300008218,13,4,11,340,43.65358,3.97019,1,0,1,0,2
201300008220,13,8,9,340,43.70384,4.02437,0,0,0,1,1
201300008222,13,11,2,340,43.101,4.04399,0,0,1,0,1
201300008223,13,11,8,340,43.084,4.017,1,0,1,0,2
201300008226,13,4,30,340,43.94503,3.6893,3,0,1,0,4
201300008227,13,8,17,340,43.90101,3.73722,0,0,1,1,2
201300008228,13,11,9,340,43.957,3.71,1,0,1,0,2
201300008229,13,12,27,340,43.944,3.717,0,0,1,0,1
201300008230,13,1,19,340,43.56116,4.07695,1,1,0,0,2
201300008231,13,2,16,340,43.57401,4.0892,1,0,1,0,2
201300008233,13,6,3,340,43.5664,4.07892,0,0,1,0,1
201300008234,13,6,30,340,43.95,4.117,0,2,0,0,2
201300008237,13,8,26,340,43.925,4.08,6,2,0,0,8
201300008239,13,2,13,340,43.69288,4.16303,1,1,0,0,2
201300008240,13,3,2,340,43.67533,4.0758,1,0,0,1,2
201300008241,13,4,18,340,43.67942,4.09248,1,0,1,0,2
201300008242,13,4,26,340,43.6913,4.1451,0,1,1,0,2
201300008243,13,6,6,340,43.58527,4.10421,1,0,1,0,2
201300008244,13,6,11,340,43.669,4.152,0,2,0,0,2
201300008245,13,6,22,340,43.66446,4.06793,0,0,1,1,2
201300008248,13,7,16,340,43.673,4.135,1,0,1,0,2
201300008249,13,8,3,340,43.67,4.073,1,1,1,0,3
201300008251,13,8,16,340,43.652,4.139,0,1,2,0,3
201300008252,13,9,19,340,43.71525,4.11286,1,0,1,1,3
201300008253,13,9,24,340,43.69,4.135,1,1,1,0,3
201300008254,13,10,23,340,43.669,4.123,2,0,1,0,3
201300008255,13,10,25,340,43.119,4.249,0,0,1,0,1
201300008258,13,5,9,340,43.61802,3.9841,0,2,1,0,3
201300008259,13,5,26,340,43.62,4.058,0,0,2,0,2
201300008262,13,8,15,340,43.58143,3.94344,1,0,0,1,2
201300008263,13,11,12,340,43.621,3.947,1,0,1,0,2
201300008264,13,12,8,340,43.63,4.05,1,0,1,0,2
201300008265,13,12,12,340,43.62,3.97,2,0,1,0,3
201300008266,13,8,31,340,43.742,3.869,0,1,1,0,2
201300008267,13,10,15,340,43.81648,3.89125,0,1,0,1,2
201300008268,13,3,24,340,43.57998,3.13976,0,2,0,0,2
201300008269,13,3,25,340,43.58135,3.16577,0,0,2,0,2
201300008270,13,3,30,340,43.66089,3.15297,0,0,1,0,1
201300008271,13,4,15,340,43.59105,3.11784,2,0,0,1,3
201300008272,13,5,8,340,43.67275,2.9926,0,0,1,0,1
201300008273,13,5,10,340,43.61523,3.15453,1,0,1,0,2
201300008274,13,5,17,340,43.59118,3.08457,1,1,0,0,2
201300008275,13,6,16,340,43.58909,3.09874,2,0,1,0,3
201300008277,13,7,7,340,43.81195,3.14586,1,0,1,0,2
201300008278,13,7,15,340,43.5593,3.18141,1,0,0,1,2
201300008280,13,9,8,340,43.725,3.253,0,1,1,0,2
201300008281,13,1,25,340,43.35348,3.03861,3,0,2,0,5
201300008282,13,2,16,340,43.32698,3.12601,0,0,1,0,1
201300008283,13,5,15,340,43.35632,2.99427,0,0,1,0,1
201300008284,13,8,13,340,43.27704,3.12118,0,0,2,0,2
201300008285,13,5,11,340,43.31866,3.01528,0,0,2,1,3
201300008286,13,6,17,340,43.35227,2.9885,1,0,1,0,2
201300008287,13,6,29,340,43.372,3.045,1,0,1,0,2
201300008288,13,7,2,340,43.369,3.072,0,0,1,0,1
201300008289,13,7,31,340,43.314,3.17,1,0,0,1,2
201300008290,13,11,7,340,43.331,3.103,0,0,1,0,1
201300008292,13,12,31,340,43.416,3.169,0,0,2,0,2
201300008293,13,3,21,340,43.41376,3.19543,0,0,2,0,2
201300008294,13,5,29,340,43.40222,3.16634,1,0,3,0,4
201300008295,13,6,13,340,43.522,3.189,0,0,1,0,1
201300008296,13,6,30,340,43.37962,3.17484,1,1,1,0,3
201300008297,13,7,3,340,43.45693,2.89399,2,0,1,1,4
201300008298,13,7,7,340,43.42276,2.94616,0,0,1,0,1
201300008300,13,11,1,340,43.345,2.831,1,0,1,0,2
201300008301,13,11,18,340,43.411,3.088,0,0,1,0,1
201300008302,13,12,18,340,43.473,3.172,1,0,1,0,2
201300008303,13,1,9,340,43.26889,2.75889,0,0,2,0,2
201300008304,13,10,1,340,43.321,2.72,0,1,1,0,2
201300008305,13,3,3,340,43.51488,3.35176,0,0,1,0,1
201300008306,13,3,12,340,43.519,3.37,0,1,2,0,3
201300008307,13,5,30,340,43.4925,3.34232,0,1,0,0,1
201300008308,13,6,5,340,43.353,3.36097,1,0,1,0,2
201300008309,13,10,27,340,43.46643,3.42912,0,0,1,1,2
201300008310,13,11,8,340,43.426,3.408,1,1,0,0,2
201300008315,13,10,5,340,43.494,2.958,0,0,1,0,1
201300008316,13,1,13,340,43.48436,3.20043,1,1,0,0,2
201300008317,13,5,26,340,43.43632,3.23641,2,2,0,0,4
201300008318,13,8,10,340,43.515,3.314,4,0,1,0,5
201300008320,13,1,13,340,43.31312,3.33047,0,0,1,0,1
201300008321,13,4,14,340,43.29524,3.2191,0,0,0,1,1
201300008322,13,5,10,340,43.29623,3.24759,1,0,1,0,2
201300008323,13,6,3,340,43.27673,3.28539,0,1,1,0,2
201300008324,13,8,1,340,43.27128,3.17135,2,0,1,0,3
201300008326,13,9,8,340,43.2729,3.2623,1,0,0,1,2
201300008329,13,11,2,340,43.419,3.483,0,1,1,0,2
201300008330,13,2,22,340,43.79496,3.44058,0,1,1,0,2
201300008331,13,5,13,340,43.737,3.323,0,1,1,0,2
201300008332,13,12,6,340,43.73,3.324,1,0,1,0,2
201300008333,13,12,10,340,43.83017,3.49337,0,0,0,1,1
201300008334,13,5,8,340,43.56558,3.45162,1,0,1,0,2
201300008335,13,4,12,340,43.62008,3.6198,1,0,1,0,2
201300008340,13,3,10,340,43.3632,3.39699,0,1,0,0,1
201300008341,13,3,25,340,43.37407,3.49829,1,0,0,1,2
201300008342,13,3,30,340,43.305,3.446,3,1,1,0,5
201300008343,13,4,6,340,43.31326,3.38993,1,0,0,1,2
201300008344,13,5,8,340,43.38292,3.45272,1,1,0,0,2
201300008347,13,7,23,340,43.585,3.717,1,0,1,0,2
201300008348,13,8,31,340,43.333,3.417,1,0,1,0,2
201300008351,13,11,10,340,43.67,3.84,0,0,1,0,1
201300008352,13,12,3,340,48.64,3.744,1,0,2,0,3
201300008354,13,12,14,340,43.667,3.899,1,0,1,0,2
201300008355,13,2,5,340,43.46049,3.68325,1,1,0,0,2
201300008356,13,3,31,340,43.504,3.705,0,0,1,0,1
201300008358,13,1,15,340,43.5023,3.68338,0,0,1,1,2
201300008359,13,4,10,340,43.4719,3.68161,1,0,1,0,2
201300008360,13,10,28,340,43.418,3.601,1,0,1,0,2
201300008361,13,11,9,340,43.48943,3.59707,0,0,1,1,2
201300008362,13,11,17,340,43.45914,3.59335,0,0,0,1,1
201300008363,13,5,17,340,43.43306,3.61461,1,0,2,0,3
201300011789,13,1,6,340,43.65667,3.99607,5,4,0,0,9
201300011792,13,2,8,340,43.69465,4.08403,1,0,1,0,2
201300011798,13,5,26,340,43.68017,4.0394,0,0,2,1,3
201300011943,13,1,2,340,43.60074,3.91949,1,0,1,0,2
201300011944,13,1,13,340,43.46339,3.63029,0,1,0,0,1
201300011945,13,4,14,340,43.368,3.39073,3,0,1,0,4
201300011946,13,5,12,340,43.5829,3.88772,4,0,1,0,5
201300011947,13,5,14,340,43.60468,3.92951,1,0,1,1,3
201300011948,13,5,15,340,43.34844,3.27884,1,0,3,0,4
201300011949,13,5,15,340,43.60201,3.92266,4,5,1,0,10
201300011950,13,6,3,340,43.612,3.936,1,3,0,0,4
201300011951,13,6,7,340,43.59928,3.91673,0,0,1,0,1
