lat;long;grav;ttue;tbg;tbl;nbimp
43.65219;3.96123;100;1;0;0;1
43.65554;3.10991;100;1;0;0;1
43.32968;3.04186;100;1;0;0;1
43.42634;2.96568;100;1;0;0;1
43.4528;2.90209;100;1;0;0;1
43.48474;3.47045;100;1;0;0;1
43.50489;3.37112;100;1;0;0;1
43.46214;3.42396;100;1;0;0;1
43.60144;3.48926;100;1;0;0;1
43.649;3.459;100;1;0;0;1
43.5791;3.46257;100;1;0;0;1
43.6295;3.52187;100;1;0;0;1
43.38612;3.53659;100;1;0;0;1
43.348;3.526;100;1;0;0;1
48.48531;3.55401;100;1;0;0;1
43.47027;3.68419;100;1;0;0;1
43.6467;3.68146;100;1;0;0;1
43.62631;3.70496;100;1;0;0;1
43.63091;3.7016;100;1;0;0;1
43.57119;3.86188;100;1;0;0;1
43.551;3.797;100;1;0;0;1
43.58788;3.89437;100;1;0;0;1
43.31888;3.26352;100;1;0;0;1
43.701;3.807;100;1;0;0;1
43.70482;3.93925;100;1;0;0;1
43.626;3.791;100;1;0;0;1
43.3518;3.23299;100;1;0;0;1
43.35661;3.30798;100;1;0;0;1
43.63419;3.8336;100;1;0;0;1
43.57737;3.9148;100;1;0;0;1
43.6072;3.88765;100;1;0;0;1
43.57359;3.9553;100;1;0;0;1
43.62941;3.88006;100;1;0;0;1
43.61233;3.82507;100;1;0;0;1
43.60879;3.89679;100;1;0;0;1
43.35712;3.52662;100;1;0;0;1
43.54792;3.96972;100;1;0;0;1
43.59327;3.85197;100;1;0;0;1
43.5752;3.85622;100;1;0;0;1
43.5683;3.90371;100;1;0;0;1
43.56716;3.90459;100;1;0;0;1
43.41619;3.70576;100;1;0;0;1
43.28491;3.37233;0.43;0;0;1;1
43.45;3.295;100.43;1;0;1;2
43.58909;3.88309;100.43;1;0;1;2
43.63852;3.84727;100.43;1;0;1;2
43.57906;3.91639;100.43;1;0;1;2
43.801;3.876;100.43;1;0;1;2
43.568;3.516;100.43;1;0;1;2
43.58538;3.89598;100.43;1;0;1;2
43.63242;3.83754;100.43;1;0;1;2
43.565;3.836;100.43;1;0;1;2
43.65334;3.97113;100.43;1;0;1;2
43.666;3.77101;100.43;1;0;1;2
43.73501;3.32159;100.43;1;0;1;2
43.485;3.439;100.43;1;0;1;2
43.31354;3.34027;100.43;1;0;1;2
43.3641;3.08948;100.43;1;0;1;2
43.66437;3.86635;100.43;1;0;1;2
43.44523;3.76092;100.43;1;0;1;2
43.60343;3.91035;100.43;1;0;1;2
43.47496;3.26704;100.43;1;0;1;2
43.35794;3.34098;100.43;1;0;1;2
43.4287;3.41389;100.43;1;0;1;2
43.30517;3.45055;100.43;1;0;1;2
43.66617;4.15937;100.43;1;0;1;2
43.50425;3.71696;100.43;1;0;1;2
43.54942;3.80071;100.43;1;0;1;2
43.5411;3.76536;100.43;1;0;1;2
43.86336;3.31041;100.43;1;0;1;2
43.6068;3.89405;100.86;1;0;2;3
43.484;3.677;100.86;1;0;2;3
43.834;3.909;100.86;1;0;2;3
43.62062;3.85726;100.86;1;0;2;3
43.30857;3.21025;100.86;1;0;2;3
43.417;3.229;100.86;1;0;2;3
43.489;3.773;100.86;1;0;2;3
43.533;3.238;101.29;1;0;3;4
43.41688;3.16396;101.29;1;0;3;4
43.37995;3.20255;101.29;1;0;3;4
43.4;3.328;110.8;1;1;0;2
43.275;3.232;110.8;1;1;0;2
43.442;3.417;110.8;1;1;0;2
43.534;3.823;110.8;1;1;0;2
43.64227;3.87129;110.8;1;1;0;2
43.28;3.322;110.8;1;1;0;2
43.393;3.166;110.8;1;1;0;2
43.504;3.801;110.8;1;1;0;2
43.62095;3.88006;110.8;1;1;0;2
43.378;3.418;110.8;1;1;0;2
43.62;3.191;110.8;1;1;0;2
43.469;3.183;110.8;1;1;0;2
43.453;3.044;110.8;1;1;0;2
43.68;3.48;110.8;1;1;0;2
43.501;3.33;110.8;1;1;0;2
43.60383;3.89312;110.8;1;1;0;2
43.654;4.097;110.8;1;1;0;2
43.73989;3.84103;110.8;1;1;0;2
43.59496;3.86155;110.8;1;1;0;2
43.43032;3.25351;110.8;1;1;0;2
43.423;3.419;110.8;1;1;0;2
43.653;3.04;110.8;1;1;0;2
43.60868;3.89062;110.8;1;1;0;2
43.832;3.745;110.8;1;1;0;2
43.50285;3.18994;110.8;1;1;0;2
43.28483;3.10552;110.8;1;1;0;2
43.58114;3.14706;110.8;1;1;0;2
43.94958;3.7836;110.8;1;1;0;2
43.4742;3.68654;110.8;1;1;0;2
43.5861;3.7641;110.8;1;1;0;2
43.33745;3.52043;110.8;1;1;0;2
43.41248;3.68247;110.8;1;1;0;2
43.50285;3.19;110.8;1;1;0;2
43.53698;3.94848;110.8;1;1;0;2
43.62439;3.46877;110.8;1;1;0;2
43.45365;2.75134;110.8;1;1;0;2
43.402;3.193;110.8;1;1;0;2
43.75;3.435;110.8;1;1;0;2
43.72067;3.95221;110.8;1;1;0;2
43.963;3.831;110.8;1;1;0;2
43.3221;3.06303;110.8;1;1;0;2
43.492;2.768;110.8;1;1;0;2
43.40565;3.54088;110.8;1;1;0;2
43.60014;3.91866;110.8;1;1;0;2
43.62286;3.81738;110.8;1;1;0;2
43.653;3.886;111.23;1;1;1;3
43.573;3.455;111.23;1;1;1;3
43.416;3.413;111.23;1;1;1;3
43.59758;3.87478;111.23;1;1;1;3
43.58722;3.91607;111.23;1;1;1;3
43.63973;4.13686;111.23;1;1;1;3
43.62448;3.8206;111.23;1;1;1;3
43.36444;3.26232;111.23;1;1;1;3
43.33889;3.48411;111.23;1;1;1;3
43.839;3.743;111.23;1;1;1;3
43.745;3.866;111.66;1;1;2;4
43.671;3.336;121.6;1;2;0;3
43.409;3.409;121.6;1;2;0;3
43.418;3.125;121.6;1;2;0;3
43.41096;3.41277;121.6;1;2;0;3
43.138;3.654;121.6;1;2;0;3
43.943;3.692;121.6;1;2;0;3
43.63054;3.84301;121.6;1;2;0;3
43.587;3.8937;122.03;1;2;1;4
43.586;3.953;122.46;1;2;2;5
43.685;3.379;132.4;1;3;0;4
43.37674;3.42484;132.4;1;3;0;4
43.73;3.79;134.12;1;3;4;8
43.685;3.99;134.12;1;3;4;8
43.69698;3.8263;154;1;5;0;6
43.577;3.817;154.43;1;5;1;7
43.32;3.141;200;2;0;0;2
43.644;3.921;200;2;0;0;2
43.511;3.224;200;2;0;0;2
43.633;3.454;200;2;0;0;2
43.479;3.241;200;2;0;0;2
43.529;3.486;200;2;0;0;2
43.5913;3.88322;200;2;0;0;2
43.493;3.351;200;2;0;0;2
43.45803;3.33231;200;2;0;0;2
43.65658;3.81483;200;2;0;0;2
43.404;3.67542;200;2;0;0;2
43.31331;3.33761;200;2;0;0;2
43.78806;3.834;200;2;0;0;2
43.71318;3.79577;200;2;0;0;2
43.27652;3.08692;200;2;0;0;2
43.28023;3.61603;200;2;0;0;2
43.42311;3.74322;200.43;2;0;1;3
43.717;3.798;200.43;2;0;1;3
43.294;3.191;210.8;2;1;0;3
43.26743;2.75462;210.8;2;1;0;3
43.35919;3.11536;210.8;2;1;0;3
43.42337;3.24443;210.8;2;1;0;3
43.64827;3.98227;211.23;2;1;1;4
43.45343;3.60361;221.6;2;2;0;4
43.46486;3.63254;222.03;2;2;1;5
43.56;3.85;233.26;2;3;2;7
43.45628;3.70217;300;3;0;0;3
43.586;3.887;300;3;0;0;3
43.66602;4.04145;310.8;3;1;0;4
43.306;3.217;321.6;3;2;0;5
43.32342;3.06668;332.4;3;3;0;6
43.591;3.124;400;4;0;0;4
43.37198;3.39826;421.6;4;2;0;6
43.27879;3.18465;454;4;5;0;9
43.37874;3.29926;500.86;5;0;2;7
43.58488;3.89644;501.29;5;0;3;8
43.81834;3.91828;0.43;0;0;1;1
43.952;3.685;0.43;0;0;1;1
43.682;3.903;0.43;0;0;1;1
43.613;3.385;0.43;0;0;1;1
43.57;3.85;0.43;0;0;1;1
43.59;3.8;0.43;0;0;1;1
43.29;3.251;0.43;0;0;1;1
43.46;3.424;0.43;0;0;1;1
43.399;3.327;0.43;0;0;1;1
43.562;3.524;0.43;0;0;1;1
43.56;4.09;0.43;0;0;1;1
43.689;2.921;0.43;0;0;1;1
43.61;3.61;0.43;0;0;1;1
43.661;3.889;0.43;0;0;1;1
43.632;3.436;0.43;0;0;1;1
43.667;4.031;0.43;0;0;1;1
43.392;2.761;0.43;0;0;1;1
43.545;3.464;0.43;0;0;1;1
43.866;3.906;0.43;0;0;1;1
43.445;3.264;0.43;0;0;1;1
43.613;3.304;0.43;0;0;1;1
43.507;3.666;0.43;0;0;1;1
43.586;3.495;0.43;0;0;1;1
43.60121;3.86796;0.43;0;0;1;1
43.402;3.33;0.43;0;0;1;1
43.668;3.462;0.43;0;0;1;1
43.34928;3.45699;0.43;0;0;1;1
43.33562;3.45699;0.43;0;0;1;1
43.5818;3.88031;0.43;0;0;1;1
43.62176;3.87453;0.43;0;0;1;1
43.59788;3.84073;0.43;0;0;1;1
43.60112;3.86823;0.43;0;0;1;1
43.62112;3.81669;0.43;0;0;1;1
43.61836;3.82527;0.43;0;0;1;1
43.6088;3.85378;0.43;0;0;1;1
43.649;3.464;0.43;0;0;1;1
43.542;3.481;0.43;0;0;1;1
43.60794;3.89885;0.43;0;0;1;1
43.63773;3.85956;0.43;0;0;1;1
43.59886;3.84181;0.43;0;0;1;1
43.62598;3.88232;0.43;0;0;1;1
43.61296;3.82385;0.43;0;0;1;1
43.61478;3.83233;0.43;0;0;1;1
43.57611;3.89708;0.43;0;0;1;1
43.57092;3.90559;0.43;0;0;1;1
43.63084;3.82062;0.43;0;0;1;1
43.57585;3.87501;0.43;0;0;1;1
43.816;3.747;0.43;0;0;1;1
43.735;3.284;0.43;0;0;1;1
43.31197;3.46805;0.43;0;0;1;1
43.62416;3.86212;0.43;0;0;1;1
43.60177;3.88442;0.43;0;0;1;1
43.62699;3.87132;0.43;0;0;1;1
43.60375;3.89289;0.43;0;0;1;1
43.60781;3.91487;0.43;0;0;1;1
43.58932;3.91234;0.43;0;0;1;1
43.358;2.782;0.43;0;0;1;1
43.62654;3.88799;0.43;0;0;1;1
43.60471;3.87866;0.43;0;0;1;1
43.59445;3.86311;0.43;0;0;1;1
43.67;3.53;0.43;0;0;1;1
43.574;3.848;0.43;0;0;1;1
43.64389;3.87105;0.43;0;0;1;1
43.59879;3.88528;0.43;0;0;1;1
43.61472;3.82989;0.43;0;0;1;1
43.61473;3.82988;0.43;0;0;1;1
43.60678;3.87157;0.43;0;0;1;1
43.58772;3.85824;0.43;0;0;1;1
43.663;3.913;0.43;0;0;1;1
43.34555;3.45699;0.43;0;0;1;1
43.58947;3.88907;0.43;0;0;1;1
43.57172;3.90945;0.43;0;0;1;1
43.61144;3.85892;0.43;0;0;1;1
43.57525;3.85617;0.43;0;0;1;1
43.61748;3.90264;0.43;0;0;1;1
43.68;3.09;0.43;0;0;1;1
43.493;3.308;0.43;0;0;1;1
43.317;3.318;0.43;0;0;1;1
43.657;3.554;0.43;0;0;1;1
43.582;3.757;0.43;0;0;1;1
43.522;3.27;0.43;0;0;1;1
43.657;3.522;0.43;0;0;1;1
43.60361;3.89127;0.43;0;0;1;1
43.653;4.141;0.43;0;0;1;1
43.684;3.536;0.43;0;0;1;1
43.62685;3.89696;0.43;0;0;1;1
43.60335;3.8927;0.43;0;0;1;1
43.61666;3.86033;0.43;0;0;1;1
43.371;3.158;0.43;0;0;1;1
43.431;3.305;0.43;0;0;1;1
43.32131;3.45699;0.43;0;0;1;1
43.60911;3.85632;0.43;0;0;1;1
43.61454;3.84336;0.43;0;0;1;1
43.59852;3.84168;0.43;0;0;1;1
43.64142;3.84325;0.43;0;0;1;1
43.6038;3.89269;0.43;0;0;1;1
43.60094;3.89531;0.43;0;0;1;1
43.60044;3.86934;0.43;0;0;1;1
43.60908;3.86706;0.43;0;0;1;1
43.57817;3.86817;0.43;0;0;1;1
43.62438;3.81246;0.43;0;0;1;1
43.61345;3.90493;0.43;0;0;1;1
43.60041;3.89656;0.43;0;0;1;1
43.468;3.247;0.43;0;0;1;1
43.49;3.293;0.43;0;0;1;1
43.619;3.437;0.43;0;0;1;1
43.533;3.523;0.43;0;0;1;1
43.635;3.704;0.43;0;0;1;1
43.581;3.755;0.43;0;0;1;1
43.838;3.912;0.43;0;0;1;1
43.541;3.45;0.43;0;0;1;1
43.575;3.865;0.43;0;0;1;1
43.686;3.924;0.43;0;0;1;1
43.282;3.092;0.43;0;0;1;1
43.33;3.45699;0.43;0;0;1;1
43.60462;3.88988;0.43;0;0;1;1
43.698;3.165;0.43;0;0;1;1
43.483;2.67;0.43;0;0;1;1
43.483;3.366;0.43;0;0;1;1
43.59929;3.8939;0.43;0;0;1;1
43.58728;3.85347;0.43;0;0;1;1
43.62101;3.83395;0.43;0;0;1;1
43.57084;3.95448;0.43;0;0;1;1
43.57007;3.87254;0.43;0;0;1;1
43.61286;3.86737;0.43;0;0;1;1
43.61204;3.8711;0.43;0;0;1;1
43.3423;3.45699;0.43;0;0;1;1
43.60761;3.87704;0.43;0;0;1;1
43.61388;3.91482;0.43;0;0;1;1
43.58687;3.88939;0.43;0;0;1;1
43.61518;3.83997;0.43;0;0;1;1
43.59065;3.88468;0.43;0;0;1;1
43.64118;3.85871;0.43;0;0;1;1
43.734;4.015;0.43;0;0;1;1
43.47;2.792;0.43;0;0;1;1
43.702;3.365;0.43;0;0;1;1
43.573;3.453;0.43;0;0;1;1
43.598;3.514;0.43;0;0;1;1
43.51;3.311;0.43;0;0;1;1
43.491;3.471;0.43;0;0;1;1
43.342;3.45699;0.43;0;0;1;1
43.61013;3.88435;0.43;0;0;1;1
43.63194;3.88302;0.43;0;0;1;1
43.58351;3.84867;0.43;0;0;1;1
43.59715;3.88881;0.43;0;0;1;1
43.60339;3.88295;0.43;0;0;1;1
43.63016;3.82252;0.43;0;0;1;1
43.60149;3.85175;0.43;0;0;1;1
43.62872;3.85749;0.43;0;0;1;1
43.346;3.45699;0.43;0;0;1;1
43.3304;3.45699;0.43;0;0;1;1
43.62194;3.86409;0.43;0;0;1;1
43.59934;3.8734;0.43;0;0;1;1
43.584;3.88115;0.43;0;0;1;1
43.58221;3.8797;0.43;0;0;1;1
43.61753;3.87068;0.43;0;0;1;1
43.59921;3.88523;0.43;0;0;1;1
43.60612;3.85737;0.43;0;0;1;1
43.61768;3.86928;0.43;0;0;1;1
43.6111;3.82851;0.43;0;0;1;1
43.537;3.918;0.43;0;0;1;1
43.74;3.326;0.43;0;0;1;1
43.346;3.45699;0.43;0;0;1;1
43.347;3.45699;0.43;0;0;1;1
43.331;3.45699;0.43;0;0;1;1
43.58655;3.92916;0.43;0;0;1;1
43.61134;3.86674;0.43;0;0;1;1
43.61098;3.83352;0.43;0;0;1;1
43.57119;3.88453;0.43;0;0;1;1
43.6265;3.86652;0.43;0;0;1;1
43.621;3.84639;0.43;0;0;1;1
43.60403;3.8677;0.43;0;0;1;1
43.60725;3.86645;0.43;0;0;1;1
43.58605;3.87368;0.43;0;0;1;1
43.58397;3.88542;0.43;0;0;1;1
43.61055;3.8329;0.43;0;0;1;1
43.61733;3.83801;0.43;0;0;1;1
43.388;3.167;0.43;0;0;1;1
43.348;3.45699;0.43;0;0;1;1
43.32;3.45699;0.43;0;0;1;1
43.60909;3.46124;0.43;0;0;1;1
43.56856;3.94712;0.43;0;0;1;1
43.64119;3.84747;0.43;0;0;1;1
43.60168;3.90116;0.43;0;0;1;1
43.63231;3.82232;0.43;0;0;1;1
43.58804;3.89478;0.43;0;0;1;1
43.55936;3.96301;0.43;0;0;1;1
43.60661;3.86527;0.43;0;0;1;1
43.64342;3.84955;0.43;0;0;1;1
43.57544;3.92488;0.43;0;0;1;1
43.60728;3.87857;0.43;0;0;1;1
43.60331;3.88675;0.43;0;0;1;1
43.57713;3.93306;0.43;0;0;1;1
43.60593;3.894;0.43;0;0;1;1
43.5801;3.86887;0.43;0;0;1;1
43.61256;3.87485;0.43;0;0;1;1
43.60106;3.85023;0.43;0;0;1;1
43.62489;3.88928;0.43;0;0;1;1
43.6071;3.87103;0.43;0;0;1;1
43.61321;3.8673;0.43;0;0;1;1
43.59447;3.879;0.43;0;0;1;1
43.60062;3.88653;0.43;0;0;1;1
43.60768;3.86959;0.43;0;0;1;1
43.61007;3.88064;0.43;0;0;1;1
43.60139;3.87926;0.43;0;0;1;1
43.59481;3.87549;0.43;0;0;1;1
43.5946;3.89042;0.43;0;0;1;1
43.61053;3.91482;0.43;0;0;1;1
43.60744;3.86701;0.43;0;0;1;1
43.6046;3.86513;0.43;0;0;1;1
43.61511;3.86971;0.43;0;0;1;1
43.60387;3.90016;0.43;0;0;1;1
43.63081;3.86092;0.43;0;0;1;1
43.63609;3.86822;0.43;0;0;1;1
43.62529;3.83574;0.43;0;0;1;1
43.58032;3.91861;0.43;0;0;1;1
43.6185;3.89461;0.43;0;0;1;1
43.62494;3.85112;0.43;0;0;1;1
43.285;3.289;0.43;0;0;1;1
43.613;3.791;0.43;0;0;1;1
43.772;3.876;0.43;0;0;1;1
43.447;3.581;0.43;0;0;1;1
43.61341;3.90496;0.43;0;0;1;1
43.61979;3.84979;0.43;0;0;1;1
43.60964;3.83961;0.43;0;0;1;1
43.58858;3.93183;0.43;0;0;1;1
43.58141;3.89744;0.43;0;0;1;1
43.60996;3.8365;0.43;0;0;1;1
43.61674;3.83641;0.43;0;0;1;1
43.62953;3.86724;0.43;0;0;1;1
43.60542;3.86073;0.43;0;0;1;1
43.62164;3.85546;0.43;0;0;1;1
43.59548;3.8746;0.43;0;0;1;1
43.61075;3.91612;0.43;0;0;1;1
43.63223;3.86839;0.43;0;0;1;1
43.63181;3.87167;0.43;0;0;1;1
43.60348;3.87218;0.43;0;0;1;1
43.62697;3.82206;0.43;0;0;1;1
43.60736;3.83788;0.43;0;0;1;1
43.61996;3.86537;0.43;0;0;1;1
43.61024;3.88301;0.43;0;0;1;1
43.60778;3.92552;0.43;0;0;1;1
43.60198;3.90148;0.43;0;0;1;1
43.61488;3.88307;0.43;0;0;1;1
43.60996;3.8611;0.43;0;0;1;1
43.60373;3.86507;0.43;0;0;1;1
43.61462;3.83553;0.43;0;0;1;1
43.63426;3.8206;0.43;0;0;1;1
43.62376;3.81416;0.43;0;0;1;1
43.60026;3.87448;0.43;0;0;1;1
43.62943;3.82229;0.43;0;0;1;1
43.63902;3.82887;0.43;0;0;1;1
43.60091;3.8974;0.43;0;0;1;1
43.418;2.973;0.43;0;0;1;1
43.509;3.311;0.43;0;0;1;1
43.286;3.283;0.43;0;0;1;1
43.616;3.808;0.43;0;0;1;1
43.60759;3.86994;0.43;0;0;1;1
43.60625;3.86372;0.43;0;0;1;1
43.61101;3.84752;0.43;0;0;1;1
43.58096;3.93181;0.43;0;0;1;1
43.62877;3.81867;0.43;0;0;1;1
43.58866;3.86564;0.43;0;0;1;1
43.63128;3.84041;0.43;0;0;1;1
43.60268;3.90062;0.43;0;0;1;1
43.57533;3.86941;0.43;0;0;1;1
43.60923;3.89445;0.43;0;0;1;1
43.61864;3.89353;0.43;0;0;1;1
43.57799;3.94686;0.43;0;0;1;1
43.61437;3.91491;0.43;0;0;1;1
43.61459;3.83508;0.43;0;0;1;1
43.6059;3.87332;0.43;0;0;1;1
43.60233;3.87024;0.43;0;0;1;1
43.56122;3.95611;0.43;0;0;1;1
43.5738;3.95315;0.43;0;0;1;1
43.58327;3.92429;0.43;0;0;1;1
43.62708;3.87298;0.43;0;0;1;1
43.56731;3.9569;0.43;0;0;1;1
43.60756;3.87404;0.43;0;0;1;1
43.61878;3.89365;0.43;0;0;1;1
43.60103;3.84995;0.43;0;0;1;1
43.58103;3.89866;0.43;0;0;1;1
43.288;3.021;0.43;0;0;1;1
43.471;2.79;0.43;0;0;1;1
43.316;3.398;0.43;0;0;1;1
43.545;3.851;0.43;0;0;1;1
43.62175;3.87446;0.43;0;0;1;1
43.60742;3.83856;0.43;0;0;1;1
43.61832;3.85312;0.43;0;0;1;1
43.61548;3.8563;0.43;0;0;1;1
43.64466;3.84222;0.43;0;0;1;1
43.61574;3.82012;0.43;0;0;1;1
43.60063;3.89735;0.43;0;0;1;1
43.60321;3.85629;0.43;0;0;1;1
43.59572;3.86848;0.43;0;0;1;1
43.60432;3.88085;0.43;0;0;1;1
43.60074;3.89766;0.43;0;0;1;1
43.60662;3.876;0.43;0;0;1;1
43.58272;3.93283;0.43;0;0;1;1
43.6061;3.89856;0.43;0;0;1;1
43.63449;3.85014;0.43;0;0;1;1
43.57165;3.88646;0.43;0;0;1;1
43.61507;3.86976;0.43;0;0;1;1
43.6421;3.84567;0.43;0;0;1;1
43.60547;3.90431;0.43;0;0;1;1
43.58017;3.93086;0.43;0;0;1;1
43.62711;3.87215;0.43;0;0;1;1
43.56227;3.95141;0.43;0;0;1;1
43.59935;3.87344;0.43;0;0;1;1
43.62694;3.86161;0.43;0;0;1;1
43.6133;3.8666;0.43;0;0;1;1
43.57765;3.94716;0.43;0;0;1;1
43.60383;3.89312;0.43;0;0;1;1
43.651;3.964;0.43;0;0;1;1
43.416;3.23;0.43;0;0;1;1
43.368;3.424;0.43;0;0;1;1
43.60992;3.9038;0.43;0;0;1;1
43.58683;3.9299;0.43;0;0;1;1
43.63014;3.84332;0.43;0;0;1;1
43.60147;3.85179;0.43;0;0;1;1
43.61808;3.87307;0.43;0;0;1;1
43.61372;3.83915;0.43;0;0;1;1
43.61487;3.87695;0.43;0;0;1;1
43.58909;3.8704;0.43;0;0;1;1
43.61721;3.84234;0.43;0;0;1;1
43.60189;3.84918;0.43;0;0;1;1
43.60649;3.87985;0.43;0;0;1;1
43.60689;3.86925;0.43;0;0;1;1
43.62082;3.83374;0.43;0;0;1;1
43.6165;3.8745;0.43;0;0;1;1
43.60813;3.83516;0.43;0;0;1;1
43.59983;3.87558;0.43;0;0;1;1
43.62019;3.81792;0.43;0;0;1;1
43.60954;3.83843;0.43;0;0;1;1
43.62074;3.85002;0.43;0;0;1;1
43.58486;3.92741;0.43;0;0;1;1
43.61498;3.83584;0.43;0;0;1;1
43.6363;3.8478;0.43;0;0;1;1
43.62647;3.86721;0.43;0;0;1;1
43.31347;3.22332;0.43;0;0;1;1
43.61241;3.84522;0.43;0;0;1;1
43.59585;3.88238;0.43;0;0;1;1
43.35155;3.21789;0.43;0;0;1;1
43.67472;4.13532;0.43;0;0;1;1
43.58745;3.88374;0.43;0;0;1;1
43.33201;3.26167;0.43;0;0;1;1
43.33495;3.23492;0.43;0;0;1;1
43.60992;3.89894;0.43;0;0;1;1
43.61011;3.8543;0.43;0;0;1;1
43.57166;3.93898;0.43;0;0;1;1
43.35639;3.30406;0.43;0;0;1;1
43.3366;3.23601;0.43;0;0;1;1
43.63781;3.81244;0.43;0;0;1;1
43.35165;3.23084;0.43;0;0;1;1
43.29517;3.13703;0.43;0;0;1;1
43.61312;3.85932;0.43;0;0;1;1
43.35319;3.22473;0.43;0;0;1;1
43.5993;3.89066;0.43;0;0;1;1
43.59218;3.82038;0.43;0;0;1;1
43.57161;3.89555;0.43;0;0;1;1
43.63882;3.84843;0.43;0;0;1;1
43.6141;3.89808;0.43;0;0;1;1
43.62457;3.85477;0.43;0;0;1;1
43.62096;3.90169;0.43;0;0;1;1
43.56784;3.906;0.43;0;0;1;1
43.58115;3.87238;0.43;0;0;1;1
43.60024;3.89456;0.43;0;0;1;1
43.61149;3.86422;0.43;0;0;1;1
43.60653;3.87173;0.43;0;0;1;1
43.63861;3.85665;0.43;0;0;1;1
43.63686;3.86724;0.43;0;0;1;1
43.6085;3.93049;0.43;0;0;1;1
43.60457;3.87485;0.43;0;0;1;1
43.62502;3.83522;0.43;0;0;1;1
43.34395;3.22045;0.43;0;0;1;1
43.36559;3.22426;0.43;0;0;1;1
43.33464;3.25551;0.43;0;0;1;1
43.32999;3.18709;0.43;0;0;1;1
43.64382;3.5644;0.43;0;0;1;1
43.34297;3.2381;0.43;0;0;1;1
43.34496;3.21564;0.43;0;0;1;1
43.63061;3.84176;0.43;0;0;1;1
43.60164;3.78337;0.43;0;0;1;1
43.61494;3.82075;0.43;0;0;1;1
43.60631;3.87708;0.43;0;0;1;1
43.60523;3.85111;0.43;0;0;1;1
43.61486;3.86972;0.43;0;0;1;1
43.6273;4.00961;0.43;0;0;1;1
43.52881;3.92927;0.43;0;0;1;1
43.55647;3.86164;0.43;0;0;1;1
43.60193;3.88469;0.43;0;0;1;1
43.60569;3.8993;0.43;0;0;1;1
43.57785;3.87574;0.43;0;0;1;1
43.64549;3.84752;0.43;0;0;1;1
43.44827;3.05495;0.43;0;0;1;1
43.60952;3.91227;0.43;0;0;1;1
43.47641;3.28099;0.43;0;0;1;1
43.40632;3.69908;0.43;0;0;1;1
43.29099;3.50616;0.43;0;0;1;1
43.35924;3.24586;0.43;0;0;1;1
43.56737;3.90117;0.43;0;0;1;1
43.61842;3.51322;0.43;0;0;1;1
43.60902;3.89069;0.43;0;0;1;1
43.61414;3.88054;0.43;0;0;1;1
43.60702;3.89362;0.43;0;0;1;1
43.6033;3.88419;0.43;0;0;1;1
43.61024;3.90481;0.43;0;0;1;1
43.612;3.93035;0.43;0;0;1;1
43.33675;3.21885;0.43;0;0;1;1
43.60946;3.50389;0.43;0;0;1;1
43.62181;3.86141;0.43;0;0;1;1
43.6248;3.8891;0.43;0;0;1;1
43.64109;3.82111;0.43;0;0;1;1
43.58866;3.89014;0.43;0;0;1;1
43.61991;3.86534;0.43;0;0;1;1
43.58559;3.87741;0.43;0;0;1;1
43.58443;3.92695;0.43;0;0;1;1
43.5901;3.87317;0.43;0;0;1;1
43.35474;3.25024;0.43;0;0;1;1
43.35366;3.22589;0.43;0;0;1;1
43.6175;3.83814;0.43;0;0;1;1
43.64129;3.84705;0.43;0;0;1;1
43.62458;3.8626;0.43;0;0;1;1
43.64744;3.84291;0.43;0;0;1;1
43.34971;3.22885;0.43;0;0;1;1
43.3432;3.22419;0.43;0;0;1;1
43.58915;3.88466;0.43;0;0;1;1
43.33809;3.22697;0.43;0;0;1;1
43.34427;3.17318;0.43;0;0;1;1
43.56163;3.94566;0.43;0;0;1;1
43.34741;3.21612;0.43;0;0;1;1
43.59316;3.88987;0.43;0;0;1;1
43.54103;3.8972;0.43;0;0;1;1
43.34885;3.22067;0.43;0;0;1;1
43.62639;3.83843;0.43;0;0;1;1
43.34905;3.24168;0.43;0;0;1;1
43.60312;3.88212;0.43;0;0;1;1
43.33644;3.22505;0.43;0;0;1;1
43.60883;3.8528;0.43;0;0;1;1
43.60529;3.87506;0.43;0;0;1;1
43.66953;3.33426;0.43;0;0;1;1
43.25201;3.29572;0.43;0;0;1;1
43.33273;3.22427;0.43;0;0;1;1
43.61796;3.83938;0.43;0;0;1;1
43.60341;3.89233;0.43;0;0;1;1
43.65127;3.84722;0.43;0;0;1;1
43.3458;3.21666;0.43;0;0;1;1
43.61452;3.83544;0.43;0;0;1;1
43.60739;3.8941;0.43;0;0;1;1
43.736;3.305;0.43;0;0;1;1
43.61477;3.83236;0.43;0;0;1;1
43.60764;3.86181;0.43;0;0;1;1
43.59783;3.84249;0.43;0;0;1;1
43.615;3.806;0.43;0;0;1;1
43.59788;3.89134;0.43;0;0;1;1
43.62502;3.86705;0.43;0;0;1;1
43.61036;3.8865;0.43;0;0;1;1
43.62022;3.81763;0.43;0;0;1;1
43.61448;3.86492;0.43;0;0;1;1
43.62408;3.8357;0.43;0;0;1;1
43.61706;3.84003;0.43;0;0;1;1
43.60094;3.83998;0.43;0;0;1;1
43.33042;3.28855;0.43;0;0;1;1
43.32145;3.29214;0.43;0;0;1;1
43.60335;3.87373;0.43;0;0;1;1
43.61361;3.83896;0.43;0;0;1;1
43.63429;3.82282;0.43;0;0;1;1
43.5983;3.89084;0.43;0;0;1;1
