lat;long;grav;ttue;tbg;tbl;nbimp
43.67;4.13;21.6;0;2;0;2
43.294;3.362;21.6;0;2;0;2
43.648;3.545;21.6;0;2;0;2
43.448;3.717;21.6;0;2;0;2
43.658;3.876;21.6;0;2;0;2
43.64;3.95;21.6;0;2;0;2
43.4;3.468;21.6;0;2;0;2
43.541;3.948;21.6;0;2;0;2
43.661;3.459;21.6;0;2;0;2
43.442;3.623;21.6;0;2;0;2
43.58884;3.86407;21.6;0;2;0;2
43.333;3.45699;21.6;0;2;0;2
43.584;3.487;21.6;0;2;0;2
43.273;3.179;21.6;0;2;0;2
43.56;3.849;21.6;0;2;0;2
43.60953;3.89384;21.6;0;2;0;2
43.639;3.965;21.6;0;2;0;2
43.334;3.136;21.6;0;2;0;2
43.63992;3.81847;21.6;0;2;0;2
43.389;3.445;21.6;0;2;0;2
43.479;3.261;21.6;0;2;0;2
43.54769;3.96993;21.6;0;2;0;2
43.58175;3.86414;21.6;0;2;0;2
43.47;3.44;21.6;0;2;0;2
43.616;3.158;21.6;0;2;0;2
43.323;3.547;21.6;0;2;0;2
43.63436;3.86564;21.6;0;2;0;2
43.62896;3.85716;21.6;0;2;0;2
43.60217;3.86991;21.6;0;2;0;2
43.615;3.437;21.6;0;2;0;2
43.504;3.611;21.6;0;2;0;2
43.623;3.985;21.6;0;2;0;2
43.91;3.73;21.6;0;2;0;2
43.727;3.266;21.6;0;2;0;2
43.342;3.292;21.6;0;2;0;2
43.5973;3.90371;21.6;0;2;0;2
43.30628;3.16356;21.6;0;2;0;2
43.89054;3.7335;21.6;0;2;0;2
43.59375;3.85594;21.6;0;2;0;2
43.4231;3.72275;21.6;0;2;0;2
43.454;3.27;21.6;0;2;0;2
43.438;3.591;21.6;0;2;0;2
43.30066;3.2938;21.6;0;2;0;2
43.43032;3.25351;21.6;0;2;0;2
43.49027;3.29308;21.6;0;2;0;2
43.60698;3.3252;21.6;0;2;0;2
43.67907;4.13072;21.6;0;2;0;2
43.589;3.114;21.6;0;2;0;2
43.61802;3.87316;21.6;0;2;0;2
43.311;2.628;21.6;0;2;0;2
43.53;3.575;21.6;0;2;0;2
43.611;3.87504;21.6;0;2;0;2
43.619;3.154;21.6;0;2;0;2
43.952;3.771;21.6;0;2;0;2
43.732;3.673;21.6;0;2;0;2
43.52;3.464;21.6;0;2;0;2
43.903;3.656;21.6;0;2;0;2
43.62546;3.51536;21.6;0;2;0;2
43.36096;3.60888;21.6;0;2;0;2
43.34552;3.20757;21.6;0;2;0;2
43.41056;3.67773;21.6;0;2;0;2
43.61766;3.98319;21.6;0;2;0;2
43.56518;3.89457;21.6;0;2;0;2
3.11863;3.11863;21.6;0;2;0;2
43.58338;3.13173;21.6;0;2;0;2
43.483;2.667;21.6;0;2;0;2
43.60682;3.8755;21.6;0;2;0;2
43.652;3.495;21.6;0;2;0;2
43.613;3.316;21.6;0;2;0;2
43.49303;3.27638;21.6;0;2;0;2
43.36574;3.07872;21.6;0;2;0;2
43.61205;3.86223;21.6;0;2;0;2
43.65378;3.88262;21.6;0;2;0;2
43.47297;3.76427;21.6;0;2;0;2
43.6269;3.87393;21.6;0;2;0;2
43.58807;3.80886;21.6;0;2;0;2
43.16433;3.64764;21.6;0;2;0;2
43.67649;3.90158;21.6;0;2;0;2
43.63475;3.71779;21.6;0;2;0;2
43.61883;3.89741;21.6;0;2;0;2
43.58732;3.08131;21.6;0;2;0;2
43.3148;3.3779;21.6;0;2;0;2
43.36823;3.52296;21.6;0;2;0;2
43.68951;4.13599;21.6;0;2;0;2
43.73241;4.04817;21.6;0;2;0;2
43.63;4.04;21.6;0;2;0;2
43.27511;2.74292;21.6;0;2;0;2
43.48735;3.50794;21.6;0;2;0;2
43.486;3.305;21.6;0;2;0;2
43.34713;3.21048;21.6;0;2;0;2
43.61691;3.86085;21.6;0;2;0;2
43.57633;3.87229;21.6;0;2;0;2
43.59022;3.88554;21.6;0;2;0;2
43.72287;3.95417;21.6;0;2;0;2
43.42345;3.43091;21.6;0;2;0;2
43.50976;3.68387;21.6;0;2;0;2
43.3703;3.52181;21.6;0;2;0;2
43.65449;3.99284;21.6;0;2;0;2
43.43765;3.25991;21.6;0;2;0;2
43.4665;3.76664;21.6;0;2;0;2
43.34888;3.42036;21.6;0;2;0;2
43.311;3.238;21.6;0;2;0;2
43.634;3.439;21.6;0;2;0;2
43.65958;3.92722;21.6;0;2;0;2
43.679;4.13;21.6;0;2;0;2
43.75799;3.75092;21.6;0;2;0;2
43.751;3.861;21.6;0;2;0;2
43.741;3.869;21.6;0;2;0;2
43.49893;3.18822;21.6;0;2;0;2
43.431;3.156;21.6;0;2;0;2
43.425;3.082;21.6;0;2;0;2
43.493;3.193;21.6;0;2;0;2
43.74848;3.58161;21.6;0;2;0;2
43.48414;3.6996;21.6;0;2;0;2
43.58471;3.77848;21.6;0;2;0;2
43.70477;3.84316;21.6;0;2;0;2
43.70628;3.82452;21.6;0;2;0;2
43.551;3.779;21.6;0;2;0;2
43.30633;3.44397;21.6;0;2;0;2
43.56173;3.86714;21.6;0;2;0;2
43.60504;3.85966;21.6;0;2;0;2
43.64095;3.81591;21.6;0;2;0;2
43.62406;3.84313;21.6;0;2;0;2
43.56057;3.9549;21.6;0;2;0;2
43.60237;3.91504;21.6;0;2;0;2
43.6184;3.89587;21.6;0;2;0;2
43.40925;3.67288;21.6;0;2;0;2
43.702;3.868;100;1;0;0;1
43.698;4.137;22.03;0;2;1;3
43.487;3.699;22.03;0;2;1;3
43.43;3.609;22.03;0;2;1;3
43.31711;3.45699;22.03;0;2;1;3
43.416;2.946;22.03;0;2;1;3
43.478;2.734;22.03;0;2;1;3
43.252;3.266;22.03;0;2;1;3
43.62;3.98;22.03;0;2;1;3
43.442;3.211;22.03;0;2;1;3
43.323;3.545;22.03;0;2;1;3
43.493;2.76;22.03;0;2;1;3
43.62502;3.88821;22.03;0;2;1;3
43.50275;3.78414;22.03;0;2;1;3
43.591;3.828;22.03;0;2;1;3
43.298;3.128;22.03;0;2;1;3
43.639;3.694;22.03;0;2;1;3
43.47319;2.87305;22.03;0;2;1;3
43.91375;3.70119;22.03;0;2;1;3
43.77899;3.73847;22.03;0;2;1;3
43.454;3.415;22.03;0;2;1;3
43.623;3.951;22.03;0;2;1;3
43.36213;3.38413;22.03;0;2;1;3
43.81117;3.88064;22.03;0;2;1;3
43.456;3.70246;22.03;0;2;1;3
43.58158;3.86423;22.03;0;2;1;3
43.60822;3.8397;22.03;0;2;1;3
43.595;3.453;22.03;0;2;1;3
43.357;3.526;22.03;0;2;1;3
43.63276;3.9114;22.03;0;2;1;3
43.28693;3.28938;22.03;0;2;1;3
43.70198;4.11441;22.03;0;2;1;3
43.428;2.951;22.46;0;2;2;4
43.538;3.929;22.46;0;2;2;4
43.61272;3.84471;22.46;0;2;2;4
43.42116;3.36534;22.46;0;2;2;4
43.32358;3.26301;22.46;0;2;2;4
43.93987;3.7135;22.46;0;2;2;4
43.7739;3.87511;22.46;0;2;2;4
43.61408;3.78523;0.43;0;0;1;1
43.446;3.617;22.89;0;2;3;5
43.494;3.714;22.89;0;2;3;5
43.54043;3.76417;22.89;0;2;3;5
43.44798;3.72663;22.89;0;2;3;5
43.64988;4.18414;23.32;0;2;4;6
43.407;3.341;32.4;0;3;0;3
43.737;3.3;32.4;0;3;0;3
43.543;3.5;32.4;0;3;0;3
43.596;3.774;32.4;0;3;0;3
43.62;4.0;32.4;0;3;0;3
43.65;4.08;32.4;0;3;0;3
43.319;3.316;32.4;0;3;0;3
43.73;3.255;32.4;0;3;0;3
43.482;3.658;32.4;0;3;0;3
43.449;3.402;32.4;0;3;0;3
43.472;3.638;32.4;0;3;0;3
43.38;3.023;32.4;0;3;0;3
43.64;3.53;32.4;0;3;0;3
43.695;4.016;32.4;0;3;0;3
43.58104;3.14853;32.4;0;3;0;3
43.38;3.417;32.4;0;3;0;3
43.28028;2.73034;32.4;0;3;0;3
43.3613;3.60941;32.4;0;3;0;3
43.46511;3.76639;32.4;0;3;0;3
43.62479;3.64169;32.4;0;3;0;3
43.31075;3.15742;32.4;0;3;0;3
43.39827;3.68962;32.4;0;3;0;3
43.6591;4.16482;32.4;0;3;0;3
43.50764;3.79586;32.4;0;3;0;3
43.64742;3.91016;32.4;0;3;0;3
43.51948;3.44911;32.4;0;3;0;3
43.621;3.796;32.4;0;3;0;3
43.58499;3.85052;32.4;0;3;0;3
43.51503;3.46352;32.4;0;3;0;3
3.336;4330800.0;32.4;0;3;0;3
43.589;3.782;32.4;0;3;0;3
43.61192;3.86478;32.4;0;3;0;3
43.319;3.362;32.83;0;3;1;4
43.642;3.954;32.83;0;3;1;4
43.3354;3.17509;32.83;0;3;1;4
43.72451;3.14775;32.83;0;3;1;4
43.628;4.012;33.26;0;3;2;5
43.602;3.783;33.26;0;3;2;5
43.445;3.618;43.2;0;4;0;4
43.244;3.254;43.2;0;4;0;4
43.397;3.23;43.2;0;4;0;4
43.64;4.055;43.2;0;4;0;4
43.482;3.11;43.2;0;4;0;4
43.58907;3.88479;43.2;0;4;0;4
43.81652;3.31848;43.2;0;4;0;4
43.81491;3.3198;43.2;0;4;0;4
43.292;3.024;43.2;0;4;0;4
43.30542;2.66889;43.2;0;4;0;4
43.32909;3.1209;43.2;0;4;0;4
43.60846;3.32264;43.2;0;4;0;4
43.48259;3.68739;43.2;0;4;0;4
43.654;3.503;43.63;0;4;1;5
43.70735;3.55865;43.63;0;4;1;5
43.59659;3.84504;44.49;0;4;3;7
43.94818;3.76844;44.92;0;4;4;8
43.435;3.561;54;0;5;0;5
43.347;2.799;54;0;5;0;5
43.711;3.32484;54;0;5;0;5
43.433;3.224;54.86;0;5;2;7
43.47;3.67;64.8;0;6;0;6
43.623;3.986;64.8;0;6;0;6
43.429;3.555;65.23;0;6;1;7
43.42121;3.41833;86.4;0;8;0;8
43.326;3.021;100;1;0;0;1
43.624;3.508;100;1;0;0;1
43.308;3.227;100;1;0;0;1
43.409;3.236;100;1;0;0;1
43.506;3.31;100;1;0;0;1
43.304;3.133;100;1;0;0;1
43.348;3.424;100;1;0;0;1
43.6;3.96;100;1;0;0;1
43.296;3.12;100;1;0;0;1
43.632;3.163;100;1;0;0;1
43.289;3.279;100;1;0;0;1
43.668;3.058;100;1;0;0;1
43.56;3.49;100;1;0;0;1
43.433;2.979;100;1;0;0;1
43.58;3.482;100;1;0;0;1
43.949;3.714;100;1;0;0;1
43.668;3.911;100;1;0;0;1
43.428;3.367;100;1;0;0;1
43.414;3.311;100;1;0;0;1
43.477;3.684;100;1;0;0;1
43.269;3.284;100;1;0;0;1
43.448;3.57;100;1;0;0;1
43.33436;3.45699;100;1;0;0;1
43.57084;3.90444;100;1;0;0;1
43.541;3.859;100;1;0;0;1
43.60954;3.86445;100;1;0;0;1
43.369;3.161;100;1;0;0;1
43.31411;9.34567;100;1;0;0;1
43.39;3.32;100;1;0;0;1
43.392;3.458;100;1;0;0;1
43.61454;3.83576;100;1;0;0;1
43.635;3.589;100;1;0;0;1
43.5;3.7;100;1;0;0;1
43.329;3.037;100;1;0;0;1
43.437;3.219;100;1;0;0;1
43.424;3.242;100;1;0;0;1
43.422;3.308;100;1;0;0;1
43.416;3.544;100;1;0;0;1
43.625;3.477;100;1;0;0;1
43.61928;3.88786;100;1;0;0;1
43.322;3.543;100;1;0;0;1
43.557;3.818;100;1;0;0;1
43.322;3.45699;100;1;0;0;1
43.57172;3.87389;100;1;0;0;1
43.666;3.864;100;1;0;0;1
43.427;3.55;100;1;0;0;1
43.60378;3.8922;100;1;0;0;1
43.63908;3.81929;100;1;0;0;1
43.58171;3.89986;100;1;0;0;1
43.742;3.959;100;1;0;0;1
43.255;3.274;100;1;0;0;1
43.651;3.988;100;1;0;0;1
43.501;3.188;100;1;0;0;1
43.57389;3.95296;100;1;0;0;1
43.531;3.486;100;1;0;0;1
43.269;3.257;100;1;0;0;1
43.436;3.223;100;1;0;0;1
43.925;3.704;100;1;0;0;1
43.807;3.123;100;1;0;0;1
43.58;3.483;100;1;0;0;1
43.549;3.486;100;1;0;0;1
43.63;3.47;100;1;0;0;1
43.437;2.912;100;1;0;0;1
43.695;3.93;100;1;0;0;1
43.628;4.024;100;1;0;0;1
43.437;3.057;100;1;0;0;1
43.465;3.591;100;1;0;0;1
43.669;3.83;100;1;0;0;1
43.329;3.05;100;1;0;0;1
43.614;3.783;100;1;0;0;1
43.558;4.012;100;1;0;0;1
43.525;3.449;100;1;0;0;1
43.62616;3.89502;100;1;0;0;1
43.719;4.031;100;1;0;0;1
43.289;3.146;100;1;0;0;1
43.458;3.655;100;1;0;0;1
43.60481;3.8593;100;1;0;0;1
43.32278;3.18811;100;1;0;0;1
43.54045;3.45987;100;1;0;0;1
43.46613;3.66959;100;1;0;0;1
43.3232;3.06181;100;1;0;0;1
43.37647;3.41215;100;1;0;0;1
43.46977;3.28877;100;1;0;0;1
43.58146;3.66085;100;1;0;0;1
43.34823;3.23931;100;1;0;0;1
43.65517;4.18295;100;1;0;0;1
43.62521;4.02754;100;1;0;0;1
43.65776;4.03153;100;1;0;0;1
43.68064;3.94601;100;1;0;0;1
43.585;3.145;100;1;0;0;1
43.374;3.165;100;1;0;0;1
43.313;2.641;100;1;0;0;1
43.59;3.893;100;1;0;0;1
43.60071;3.87957;100;1;0;0;1
43.59653;3.84518;100;1;0;0;1
43.455;3.05;100;1;0;0;1
43.30497;2.60677;100;1;0;0;1
43.65636;3.89903;100;1;0;0;1
3.50278;3.50278;100;1;0;0;1
3.49857;3.49857;100;1;0;0;1
43.35863;3.12757;100;1;0;0;1
43.47082;3.43175;100;1;0;0;1
43.30135;3.46154;100;1;0;0;1
43.58775;3.89296;100;1;0;0;1
43.3163;3.07035;100;1;0;0;1
43.62456;4.02654;100;1;0;0;1
43.42338;3.55093;100;1;0;0;1
4.8057;3.64856;100;1;0;0;1
43.54751;3.73601;100;1;0;0;1
43.3333;3.48933;100;1;0;0;1
43.32359;3.19652;100;1;0;0;1
43.59887;3.88966;100;1;0;0;1
43.62537;3.21465;100;1;0;0;1
43.69485;4.13023;100;1;0;0;1
43.30152;3.48882;100;1;0;0;1
43.64139;3.93424;100;1;0;0;1
43.59441;3.82032;100;1;0;0;1
43.67862;3.92005;100;1;0;0;1
43.87929;3.71778;100;1;0;0;1
43.42841;3.60666;100;1;0;0;1
43.39646;3.31253;100;1;0;0;1
43.34052;3.2226;100;1;0;0;1
43.53677;3.85827;100;1;0;0;1
43.49754;3.32857;100;1;0;0;1
43.65525;3.96316;100;1;0;0;1
43.44013;2.87805;100;1;0;0;1
43.74641;3.76251;100;1;0;0;1
43.40219;3.18394;100;1;0;0;1
43.37947;3.10929;100;1;0;0;1
43.44316;3.5698;100;1;0;0;1
43.62542;3.65182;100;1;0;0;1
43.4208;2.95399;100;1;0;0;1
43.36391;3.40436;100;1;0;0;1
43.58115;3.15705;100;1;0;0;1
43.7211;3.86894;100;1;0;0;1
43.526;3.254;100;1;0;0;1
43.65158;3.89753;100;1;0;0;1
43.45401;3.76041;100;1;0;0;1
43.33116;3.23842;100;1;0;0;1
43.28788;3.51123;100;1;0;0;1
43.71066;3.94323;100;1;0;0;1
43.49731;3.42396;100;1;0;0;1
43.47507;3.25371;100;1;0;0;1
43.58547;2.70317;100;1;0;0;1
43.66884;3.69361;100;1;0;0;1
43.51267;3.31524;100;1;0;0;1
43.47226;3.68283;100;1;0;0;1
43.34738;3.42832;100;1;0;0;1
43.33576;3.04061;100;1;0;0;1
43.35325;3.49055;100;1;0;0;1
43.40702;3.68306;100;1;0;0;1
43.66764;4.04559;100;1;0;0;1
43.70659;4.1215;100;1;0;0;1
43.56977;4.07477;100;1;0;0;1
43.56237;3.86728;100;1;0;0;1
43.53774;3.82297;100;1;0;0;1
43.54227;3.71581;100;1;0;0;1
43.3841;2.93652;100;1;0;0;1
43.579;3.879;100;1;0;0;1
43.60623;3.87728;100;1;0;0;1
43.816;3.744;100;1;0;0;1
43.345;2.949;100;1;0;0;1
43.6247;3.8672;100;1;0;0;1
